starttime	seconds	ctime	dtime	ttime	wait
Tue Aug 03 16:32:39 2021	1627975959	0	775	775	774
Tue Aug 03 16:32:32 2021	1627975952	0	775	775	774
Tue Aug 03 16:32:42 2021	1627975962	0	775	775	774
Tue Aug 03 16:32:41 2021	1627975961	0	775	775	775
Tue Aug 03 16:32:42 2021	1627975962	0	775	775	775
Tue Aug 03 16:32:41 2021	1627975961	0	775	775	775
Tue Aug 03 16:32:32 2021	1627975952	1	775	775	774
Tue Aug 03 16:32:38 2021	1627975958	0	775	776	775
Tue Aug 03 16:32:33 2021	1627975953	0	775	776	775
Tue Aug 03 16:32:36 2021	1627975956	0	776	776	775
Tue Aug 03 16:32:35 2021	1627975955	0	776	776	775
Tue Aug 03 16:32:37 2021	1627975957	1	776	776	775
Tue Aug 03 16:32:39 2021	1627975959	0	776	776	775
Tue Aug 03 16:32:46 2021	1627975966	0	776	776	776
Tue Aug 03 16:32:40 2021	1627975960	0	776	777	775
Tue Aug 03 16:32:42 2021	1627975962	0	776	777	776
Tue Aug 03 16:32:34 2021	1627975954	0	776	777	776
Tue Aug 03 16:32:38 2021	1627975958	0	777	777	776
Tue Aug 03 16:32:36 2021	1627975956	0	777	777	777
Tue Aug 03 16:32:33 2021	1627975953	0	777	777	777
Tue Aug 03 16:32:39 2021	1627975959	0	777	777	777
Tue Aug 03 16:32:40 2021	1627975960	1	777	778	776
Tue Aug 03 16:32:33 2021	1627975953	0	778	778	776
Tue Aug 03 16:32:36 2021	1627975956	0	778	778	777
Tue Aug 03 16:32:43 2021	1627975963	0	778	778	777
Tue Aug 03 16:32:41 2021	1627975961	0	778	778	778
Tue Aug 03 16:32:39 2021	1627975959	0	778	778	775
Tue Aug 03 16:32:41 2021	1627975961	0	778	778	777
Tue Aug 03 16:32:35 2021	1627975955	0	778	778	770
Tue Aug 03 16:32:34 2021	1627975954	0	778	779	778
Tue Aug 03 16:32:42 2021	1627975962	0	779	779	778
Tue Aug 03 16:32:42 2021	1627975962	0	779	779	778
Tue Aug 03 16:32:40 2021	1627975960	0	779	779	779
Tue Aug 03 16:32:39 2021	1627975959	0	779	779	778
Tue Aug 03 16:32:40 2021	1627975960	0	779	779	779
Tue Aug 03 16:32:35 2021	1627975955	0	779	779	778
Tue Aug 03 16:32:36 2021	1627975956	0	779	780	779
Tue Aug 03 16:32:41 2021	1627975961	0	779	780	779
Tue Aug 03 16:32:47 2021	1627975967	0	780	780	779
Tue Aug 03 16:32:33 2021	1627975953	0	780	780	779
Tue Aug 03 16:32:37 2021	1627975957	0	780	780	780
Tue Aug 03 16:32:38 2021	1627975958	0	780	780	780
Tue Aug 03 16:32:41 2021	1627975961	0	780	781	780
Tue Aug 03 16:32:47 2021	1627975967	0	780	781	780
Tue Aug 03 16:32:41 2021	1627975961	0	781	781	780
Tue Aug 03 16:32:35 2021	1627975955	0	781	781	780
Tue Aug 03 16:32:46 2021	1627975966	0	781	781	780
Tue Aug 03 16:32:34 2021	1627975954	0	781	781	781
Tue Aug 03 16:32:43 2021	1627975963	0	781	781	780
Tue Aug 03 16:32:41 2021	1627975961	0	781	781	780
Tue Aug 03 16:32:39 2021	1627975959	0	782	782	781
Tue Aug 03 16:32:35 2021	1627975955	0	782	782	781
Tue Aug 03 16:32:46 2021	1627975966	0	782	782	782
Tue Aug 03 16:32:47 2021	1627975967	0	782	782	782
Tue Aug 03 16:32:46 2021	1627975966	0	782	782	782
Tue Aug 03 16:32:42 2021	1627975962	0	782	782	781
Tue Aug 03 16:32:35 2021	1627975955	0	782	783	782
Tue Aug 03 16:32:34 2021	1627975954	0	782	783	782
Tue Aug 03 16:32:41 2021	1627975961	0	782	783	782
Tue Aug 03 16:32:37 2021	1627975957	0	783	783	782
Tue Aug 03 16:32:37 2021	1627975957	0	783	783	782
Tue Aug 03 16:32:40 2021	1627975960	0	783	783	783
Tue Aug 03 16:32:32 2021	1627975952	2	781	783	781
Tue Aug 03 16:32:35 2021	1627975955	0	783	783	783
Tue Aug 03 16:32:42 2021	1627975962	0	783	783	783
Tue Aug 03 16:32:40 2021	1627975960	0	783	784	783
Tue Aug 03 16:32:35 2021	1627975955	0	784	784	782
Tue Aug 03 16:32:36 2021	1627975956	0	784	784	783
Tue Aug 03 16:32:34 2021	1627975954	0	784	784	783
Tue Aug 03 16:32:33 2021	1627975953	0	784	784	784
Tue Aug 03 16:32:47 2021	1627975967	0	784	784	784
Tue Aug 03 16:32:46 2021	1627975966	0	784	784	784
Tue Aug 03 16:32:35 2021	1627975955	0	784	784	784
Tue Aug 03 16:32:37 2021	1627975957	0	784	785	784
Tue Aug 03 16:32:34 2021	1627975954	0	785	785	784
Tue Aug 03 16:32:33 2021	1627975953	0	785	785	784
Tue Aug 03 16:32:47 2021	1627975967	0	785	785	784
Tue Aug 03 16:32:39 2021	1627975959	0	785	785	784
Tue Aug 03 16:32:46 2021	1627975966	0	785	785	784
Tue Aug 03 16:32:46 2021	1627975966	0	785	785	785
Tue Aug 03 16:32:33 2021	1627975953	0	785	786	785
Tue Aug 03 16:32:40 2021	1627975960	0	786	786	785
Tue Aug 03 16:32:47 2021	1627975967	0	786	786	785
Tue Aug 03 16:32:44 2021	1627975964	0	786	786	785
Tue Aug 03 16:32:45 2021	1627975965	0	786	786	785
Tue Aug 03 16:32:41 2021	1627975961	0	786	786	786
Tue Aug 03 16:32:38 2021	1627975958	0	786	786	786
Tue Aug 03 16:32:41 2021	1627975961	0	787	787	786
Tue Aug 03 16:32:34 2021	1627975954	0	787	787	787
Tue Aug 03 16:32:37 2021	1627975957	0	787	787	787
Tue Aug 03 16:32:36 2021	1627975956	0	787	787	787
Tue Aug 03 16:32:40 2021	1627975960	0	787	787	787
Tue Aug 03 16:32:34 2021	1627975954	0	787	787	787
Tue Aug 03 16:32:32 2021	1627975952	1	787	788	786
Tue Aug 03 16:32:36 2021	1627975956	0	787	788	787
Tue Aug 03 16:32:45 2021	1627975965	0	788	788	787
Tue Aug 03 16:32:35 2021	1627975955	0	788	788	787
Tue Aug 03 16:32:39 2021	1627975959	0	788	788	787
Tue Aug 03 16:32:44 2021	1627975964	0	788	788	787
Tue Aug 03 16:32:40 2021	1627975960	0	788	788	787
Tue Aug 03 16:32:32 2021	1627975952	0	788	788	788
Tue Aug 03 16:32:47 2021	1627975967	0	788	788	788
Tue Aug 03 16:32:42 2021	1627975962	0	788	788	788
Tue Aug 03 16:32:45 2021	1627975965	0	788	788	788
Tue Aug 03 16:32:32 2021	1627975952	1	787	788	787
Tue Aug 03 16:32:42 2021	1627975962	0	789	789	788
Tue Aug 03 16:32:38 2021	1627975958	0	789	789	788
Tue Aug 03 16:32:40 2021	1627975960	0	789	789	788
Tue Aug 03 16:32:45 2021	1627975965	0	789	789	789
Tue Aug 03 16:32:33 2021	1627975953	0	789	790	789
Tue Aug 03 16:32:47 2021	1627975967	0	790	790	789
Tue Aug 03 16:32:39 2021	1627975959	0	790	790	789
Tue Aug 03 16:32:46 2021	1627975966	0	790	790	789
Tue Aug 03 16:32:42 2021	1627975962	0	790	790	789
Tue Aug 03 16:32:40 2021	1627975960	0	790	790	789
Tue Aug 03 16:32:41 2021	1627975961	0	790	790	790
Tue Aug 03 16:32:39 2021	1627975959	0	790	790	789
Tue Aug 03 16:32:41 2021	1627975961	0	790	790	789
Tue Aug 03 16:32:45 2021	1627975965	0	790	790	790
Tue Aug 03 16:32:39 2021	1627975959	0	790	790	790
Tue Aug 03 16:32:46 2021	1627975966	0	790	791	790
Tue Aug 03 16:32:40 2021	1627975960	0	790	791	790
Tue Aug 03 16:32:37 2021	1627975957	0	790	791	790
Tue Aug 03 16:32:35 2021	1627975955	0	790	791	790
Tue Aug 03 16:32:34 2021	1627975954	0	790	791	790
Tue Aug 03 16:32:34 2021	1627975954	0	791	791	790
Tue Aug 03 16:32:47 2021	1627975967	1	790	791	790
Tue Aug 03 16:32:48 2021	1627975968	0	791	791	791
Tue Aug 03 16:32:32 2021	1627975952	1	790	791	790
Tue Aug 03 16:32:47 2021	1627975967	0	791	791	791
Tue Aug 03 16:32:47 2021	1627975967	0	791	791	791
Tue Aug 03 16:32:43 2021	1627975963	0	791	791	791
Tue Aug 03 16:32:45 2021	1627975965	0	791	791	790
Tue Aug 03 16:32:39 2021	1627975959	0	791	791	791
Tue Aug 03 16:32:33 2021	1627975953	0	791	792	791
Tue Aug 03 16:32:43 2021	1627975963	0	792	792	791
Tue Aug 03 16:32:34 2021	1627975954	0	792	792	791
Tue Aug 03 16:32:47 2021	1627975967	0	792	792	792
Tue Aug 03 16:32:46 2021	1627975966	0	792	792	792
Tue Aug 03 16:32:42 2021	1627975962	0	792	792	792
Tue Aug 03 16:32:42 2021	1627975962	0	793	793	792
Tue Aug 03 16:32:48 2021	1627975968	0	793	793	792
Tue Aug 03 16:32:33 2021	1627975953	0	793	793	793
Tue Aug 03 16:32:36 2021	1627975956	0	793	793	792
Tue Aug 03 16:32:47 2021	1627975967	0	793	793	792
Tue Aug 03 16:32:39 2021	1627975959	0	793	793	793
Tue Aug 03 16:32:45 2021	1627975965	0	793	793	793
Tue Aug 03 16:32:40 2021	1627975960	0	793	794	793
Tue Aug 03 16:32:33 2021	1627975953	0	794	794	793
Tue Aug 03 16:32:44 2021	1627975964	0	794	794	793
Tue Aug 03 16:32:40 2021	1627975960	0	794	794	793
Tue Aug 03 16:32:39 2021	1627975959	0	794	794	793
Tue Aug 03 16:32:41 2021	1627975961	0	794	794	793
Tue Aug 03 16:32:41 2021	1627975961	0	794	794	794
Tue Aug 03 16:32:38 2021	1627975958	0	794	794	793
Tue Aug 03 16:32:39 2021	1627975959	0	794	794	794
Tue Aug 03 16:32:34 2021	1627975954	0	794	795	794
Tue Aug 03 16:32:35 2021	1627975955	0	794	795	794
Tue Aug 03 16:32:40 2021	1627975960	0	794	795	794
Tue Aug 03 16:32:37 2021	1627975957	0	795	795	794
Tue Aug 03 16:32:39 2021	1627975959	0	795	795	795
Tue Aug 03 16:32:40 2021	1627975960	0	795	795	795
Tue Aug 03 16:32:35 2021	1627975955	0	795	795	795
Tue Aug 03 16:32:47 2021	1627975967	0	795	796	795
Tue Aug 03 16:32:45 2021	1627975965	0	795	796	795
Tue Aug 03 16:32:35 2021	1627975955	0	796	796	795
Tue Aug 03 16:32:37 2021	1627975957	0	796	796	795
Tue Aug 03 16:32:42 2021	1627975962	0	796	796	795
Tue Aug 03 16:32:46 2021	1627975966	0	796	796	795
Tue Aug 03 16:32:38 2021	1627975958	0	796	796	796
Tue Aug 03 16:32:43 2021	1627975963	0	796	796	795
Tue Aug 03 16:32:33 2021	1627975953	0	796	796	796
Tue Aug 03 16:32:38 2021	1627975958	0	797	797	796
Tue Aug 03 16:32:37 2021	1627975957	0	797	797	796
Tue Aug 03 16:32:42 2021	1627975962	0	797	797	796
Tue Aug 03 16:32:35 2021	1627975955	0	797	797	797
Tue Aug 03 16:32:32 2021	1627975952	2	795	797	794
Tue Aug 03 16:32:44 2021	1627975964	0	797	797	796
Tue Aug 03 16:32:46 2021	1627975966	0	797	797	796
Tue Aug 03 16:32:44 2021	1627975964	0	797	798	796
Tue Aug 03 16:32:45 2021	1627975965	0	798	798	797
Tue Aug 03 16:32:41 2021	1627975961	0	798	798	797
Tue Aug 03 16:32:47 2021	1627975967	0	798	798	797
Tue Aug 03 16:32:42 2021	1627975962	0	798	798	797
Tue Aug 03 16:32:42 2021	1627975962	0	798	798	797
Tue Aug 03 16:32:34 2021	1627975954	0	798	798	798
Tue Aug 03 16:32:46 2021	1627975966	0	798	798	798
Tue Aug 03 16:32:34 2021	1627975954	0	798	798	798
Tue Aug 03 16:32:33 2021	1627975953	0	798	798	798
Tue Aug 03 16:32:43 2021	1627975963	0	798	799	798
Tue Aug 03 16:32:33 2021	1627975953	0	799	799	798
Tue Aug 03 16:32:41 2021	1627975961	0	799	799	798
Tue Aug 03 16:32:32 2021	1627975952	3	796	799	796
Tue Aug 03 16:32:47 2021	1627975967	0	799	799	798
Tue Aug 03 16:32:41 2021	1627975961	0	799	799	799
Tue Aug 03 16:32:44 2021	1627975964	0	799	800	799
Tue Aug 03 16:32:47 2021	1627975967	0	799	800	799
Tue Aug 03 16:32:39 2021	1627975959	0	800	800	799
Tue Aug 03 16:32:36 2021	1627975956	0	800	800	799
Tue Aug 03 16:32:36 2021	1627975956	0	800	800	799
Tue Aug 03 16:32:41 2021	1627975961	0	800	800	799
Tue Aug 03 16:32:37 2021	1627975957	0	800	800	799
Tue Aug 03 16:32:35 2021	1627975955	0	800	800	800
Tue Aug 03 16:32:32 2021	1627975952	2	798	800	798
Tue Aug 03 16:32:42 2021	1627975962	0	800	801	800
Tue Aug 03 16:32:35 2021	1627975955	0	800	801	800
Tue Aug 03 16:32:41 2021	1627975961	0	801	801	800
Tue Aug 03 16:32:34 2021	1627975954	0	801	801	801
Tue Aug 03 16:32:42 2021	1627975962	0	801	801	801
Tue Aug 03 16:32:35 2021	1627975955	0	801	801	800
Tue Aug 03 16:32:44 2021	1627975964	0	801	802	801
Tue Aug 03 16:32:46 2021	1627975966	0	801	802	801
Tue Aug 03 16:32:44 2021	1627975964	0	801	802	801
Tue Aug 03 16:32:43 2021	1627975963	0	801	802	801
Tue Aug 03 16:32:47 2021	1627975967	0	802	802	801
Tue Aug 03 16:32:32 2021	1627975952	2	800	802	800
Tue Aug 03 16:32:38 2021	1627975958	0	802	802	802
Tue Aug 03 16:32:47 2021	1627975967	0	802	802	802
Tue Aug 03 16:32:41 2021	1627975961	0	802	803	802
Tue Aug 03 16:32:40 2021	1627975960	0	803	803	802
Tue Aug 03 16:32:39 2021	1627975959	0	803	803	802
Tue Aug 03 16:32:36 2021	1627975956	0	803	803	803
Tue Aug 03 16:32:41 2021	1627975961	0	803	803	801
Tue Aug 03 16:32:42 2021	1627975962	0	803	803	803
Tue Aug 03 16:32:43 2021	1627975963	0	803	804	803
Tue Aug 03 16:32:36 2021	1627975956	0	804	804	803
Tue Aug 03 16:32:33 2021	1627975953	0	804	804	803
Tue Aug 03 16:32:37 2021	1627975957	0	804	804	803
Tue Aug 03 16:32:45 2021	1627975965	0	804	805	804
Tue Aug 03 16:32:35 2021	1627975955	0	805	805	804
Tue Aug 03 16:32:42 2021	1627975962	0	805	805	804
Tue Aug 03 16:32:37 2021	1627975957	0	805	805	804
Tue Aug 03 16:32:44 2021	1627975964	0	805	805	804
Tue Aug 03 16:32:36 2021	1627975956	0	805	805	804
Tue Aug 03 16:32:35 2021	1627975955	0	805	805	805
Tue Aug 03 16:32:44 2021	1627975964	0	805	805	804
Tue Aug 03 16:32:47 2021	1627975967	0	805	806	805
Tue Aug 03 16:32:41 2021	1627975961	0	805	806	805
Tue Aug 03 16:32:41 2021	1627975961	0	805	806	805
Tue Aug 03 16:32:46 2021	1627975966	0	806	806	805
Tue Aug 03 16:32:43 2021	1627975963	0	806	806	805
Tue Aug 03 16:32:43 2021	1627975963	0	806	806	805
Tue Aug 03 16:32:35 2021	1627975955	0	806	806	805
Tue Aug 03 16:32:38 2021	1627975958	0	806	806	805
Tue Aug 03 16:32:42 2021	1627975962	0	806	806	805
Tue Aug 03 16:32:41 2021	1627975961	0	806	806	805
Tue Aug 03 16:32:47 2021	1627975967	0	806	806	806
Tue Aug 03 16:32:45 2021	1627975965	0	806	806	806
Tue Aug 03 16:32:37 2021	1627975957	0	806	806	805
Tue Aug 03 16:32:46 2021	1627975966	0	806	807	806
Tue Aug 03 16:32:46 2021	1627975966	0	807	807	806
Tue Aug 03 16:32:35 2021	1627975955	0	807	807	799
Tue Aug 03 16:32:33 2021	1627975953	0	807	807	806
Tue Aug 03 16:32:46 2021	1627975966	0	807	807	806
Tue Aug 03 16:32:42 2021	1627975962	0	807	808	807
Tue Aug 03 16:32:44 2021	1627975964	0	807	808	807
Tue Aug 03 16:32:33 2021	1627975953	0	808	809	808
Tue Aug 03 16:32:46 2021	1627975966	0	809	809	808
Tue Aug 03 16:32:47 2021	1627975967	0	809	809	808
Tue Aug 03 16:32:36 2021	1627975956	0	809	809	809
Tue Aug 03 16:32:42 2021	1627975962	0	809	810	809
Tue Aug 03 16:32:39 2021	1627975959	0	809	810	809
Tue Aug 03 16:32:43 2021	1627975963	0	810	810	809
Tue Aug 03 16:32:35 2021	1627975955	0	810	810	809
Tue Aug 03 16:32:42 2021	1627975962	0	810	810	809
Tue Aug 03 16:32:32 2021	1627975952	1	809	810	808
Tue Aug 03 16:32:43 2021	1627975963	0	810	810	809
Tue Aug 03 16:32:37 2021	1627975957	0	810	810	810
Tue Aug 03 16:32:38 2021	1627975958	0	810	810	810
Tue Aug 03 16:32:47 2021	1627975967	0	810	810	810
Tue Aug 03 16:32:35 2021	1627975955	0	811	811	810
Tue Aug 03 16:32:44 2021	1627975964	0	811	811	810
Tue Aug 03 16:32:34 2021	1627975954	0	811	811	810
Tue Aug 03 16:32:40 2021	1627975960	0	811	811	810
Tue Aug 03 16:32:35 2021	1627975955	0	811	811	810
Tue Aug 03 16:32:36 2021	1627975956	0	811	812	811
Tue Aug 03 16:32:42 2021	1627975962	0	812	812	811
Tue Aug 03 16:32:43 2021	1627975963	0	812	812	811
Tue Aug 03 16:32:39 2021	1627975959	0	812	812	811
Tue Aug 03 16:32:47 2021	1627975967	0	812	812	811
Tue Aug 03 16:32:33 2021	1627975953	0	812	812	811
Tue Aug 03 16:32:46 2021	1627975966	0	812	812	812
Tue Aug 03 16:32:37 2021	1627975957	0	812	812	811
Tue Aug 03 16:32:43 2021	1627975963	0	812	812	812
Tue Aug 03 16:32:34 2021	1627975954	0	812	812	812
Tue Aug 03 16:32:47 2021	1627975967	0	812	812	812
Tue Aug 03 16:32:47 2021	1627975967	0	812	813	812
Tue Aug 03 16:32:36 2021	1627975956	0	813	813	812
Tue Aug 03 16:32:38 2021	1627975958	0	813	813	812
Tue Aug 03 16:32:43 2021	1627975963	0	813	813	813
Tue Aug 03 16:32:34 2021	1627975954	0	813	813	813
Tue Aug 03 16:32:41 2021	1627975961	0	813	814	813
Tue Aug 03 16:32:40 2021	1627975960	0	813	814	813
Tue Aug 03 16:32:33 2021	1627975953	0	814	814	813
Tue Aug 03 16:32:34 2021	1627975954	0	814	814	813
Tue Aug 03 16:32:47 2021	1627975967	0	814	814	813
Tue Aug 03 16:32:39 2021	1627975959	0	814	814	813
Tue Aug 03 16:32:44 2021	1627975964	0	814	814	813
Tue Aug 03 16:32:41 2021	1627975961	0	814	814	813
Tue Aug 03 16:32:46 2021	1627975966	0	814	814	814
Tue Aug 03 16:32:43 2021	1627975963	0	814	815	814
Tue Aug 03 16:32:46 2021	1627975966	0	815	815	814
Tue Aug 03 16:32:33 2021	1627975953	0	815	815	814
Tue Aug 03 16:32:36 2021	1627975956	0	815	815	815
Tue Aug 03 16:32:35 2021	1627975955	0	815	815	815
Tue Aug 03 16:32:45 2021	1627975965	0	815	816	815
Tue Aug 03 16:32:44 2021	1627975964	0	815	816	815
Tue Aug 03 16:32:37 2021	1627975957	0	816	816	815
Tue Aug 03 16:32:38 2021	1627975958	0	816	816	815
Tue Aug 03 16:32:39 2021	1627975959	0	816	816	816
Tue Aug 03 16:32:39 2021	1627975959	0	816	816	815
Tue Aug 03 16:32:39 2021	1627975959	0	816	816	816
Tue Aug 03 16:32:42 2021	1627975962	0	816	817	816
Tue Aug 03 16:32:34 2021	1627975954	0	817	817	816
Tue Aug 03 16:32:41 2021	1627975961	0	817	817	816
Tue Aug 03 16:32:47 2021	1627975967	0	817	817	816
Tue Aug 03 16:32:33 2021	1627975953	0	817	817	816
Tue Aug 03 16:32:35 2021	1627975955	0	817	818	817
Tue Aug 03 16:32:43 2021	1627975963	0	818	818	817
Tue Aug 03 16:32:39 2021	1627975959	0	818	818	817
Tue Aug 03 16:32:40 2021	1627975960	0	818	818	817
Tue Aug 03 16:32:35 2021	1627975955	0	818	818	818
Tue Aug 03 16:32:41 2021	1627975961	0	818	818	818
Tue Aug 03 16:32:42 2021	1627975962	0	818	818	818
Tue Aug 03 16:32:34 2021	1627975954	0	818	818	818
Tue Aug 03 16:32:41 2021	1627975961	0	818	819	818
Tue Aug 03 16:32:45 2021	1627975965	0	818	819	817
Tue Aug 03 16:32:42 2021	1627975962	0	818	819	818
Tue Aug 03 16:32:32 2021	1627975952	1	818	819	817
Tue Aug 03 16:32:36 2021	1627975956	0	819	819	818
Tue Aug 03 16:32:39 2021	1627975959	0	819	819	818
Tue Aug 03 16:32:35 2021	1627975955	0	819	819	818
Tue Aug 03 16:32:44 2021	1627975964	0	819	819	818
Tue Aug 03 16:32:38 2021	1627975958	0	819	819	819
Tue Aug 03 16:32:48 2021	1627975968	0	819	819	819
Tue Aug 03 16:32:33 2021	1627975953	0	819	820	819
Tue Aug 03 16:32:32 2021	1627975952	1	819	820	817
Tue Aug 03 16:32:38 2021	1627975958	0	820	820	819
Tue Aug 03 16:32:38 2021	1627975958	0	820	820	819
Tue Aug 03 16:32:36 2021	1627975956	0	820	821	820
Tue Aug 03 16:32:32 2021	1627975952	1	819	821	819
Tue Aug 03 16:32:47 2021	1627975967	0	821	821	820
Tue Aug 03 16:32:40 2021	1627975960	0	821	821	820
Tue Aug 03 16:32:33 2021	1627975953	0	821	821	821
Tue Aug 03 16:32:47 2021	1627975967	0	821	821	820
Tue Aug 03 16:32:33 2021	1627975953	0	821	821	820
Tue Aug 03 16:32:43 2021	1627975963	0	821	822	821
Tue Aug 03 16:32:40 2021	1627975960	0	822	822	821
Tue Aug 03 16:32:38 2021	1627975958	0	822	822	821
Tue Aug 03 16:32:39 2021	1627975959	0	822	822	821
Tue Aug 03 16:32:42 2021	1627975962	0	822	822	821
Tue Aug 03 16:32:35 2021	1627975955	0	822	822	814
Tue Aug 03 16:32:35 2021	1627975955	0	822	822	822
Tue Aug 03 16:32:32 2021	1627975952	3	819	822	818
Tue Aug 03 16:32:35 2021	1627975955	0	822	822	822
Tue Aug 03 16:32:41 2021	1627975961	0	822	822	804
Tue Aug 03 16:32:46 2021	1627975966	0	822	822	822
Tue Aug 03 16:32:43 2021	1627975963	0	822	823	822
Tue Aug 03 16:32:40 2021	1627975960	0	822	823	822
Tue Aug 03 16:32:44 2021	1627975964	0	823	823	822
Tue Aug 03 16:32:42 2021	1627975962	0	823	823	822
Tue Aug 03 16:32:42 2021	1627975962	0	823	824	823
Tue Aug 03 16:32:40 2021	1627975960	0	824	824	824
Tue Aug 03 16:32:43 2021	1627975963	0	824	824	823
Tue Aug 03 16:32:33 2021	1627975953	0	824	824	823
Tue Aug 03 16:32:32 2021	1627975952	2	823	824	822
Tue Aug 03 16:32:38 2021	1627975958	0	824	824	824
Tue Aug 03 16:32:42 2021	1627975962	1	824	824	823
Tue Aug 03 16:32:41 2021	1627975961	0	825	825	824
Tue Aug 03 16:32:43 2021	1627975963	0	825	825	824
Tue Aug 03 16:32:44 2021	1627975964	0	825	825	824
Tue Aug 03 16:32:47 2021	1627975967	0	825	825	824
Tue Aug 03 16:32:39 2021	1627975959	0	825	826	825
Tue Aug 03 16:32:41 2021	1627975961	0	825	826	824
Tue Aug 03 16:32:45 2021	1627975965	0	826	826	825
Tue Aug 03 16:32:33 2021	1627975953	0	826	826	825
Tue Aug 03 16:32:41 2021	1627975961	0	826	826	825
Tue Aug 03 16:32:39 2021	1627975959	0	826	826	826
Tue Aug 03 16:32:39 2021	1627975959	0	826	826	825
Tue Aug 03 16:32:44 2021	1627975964	0	826	826	826
Tue Aug 03 16:32:34 2021	1627975954	0	826	826	826
Tue Aug 03 16:32:43 2021	1627975963	0	827	827	826
Tue Aug 03 16:32:38 2021	1627975958	0	826	827	824
Tue Aug 03 16:32:43 2021	1627975963	0	827	827	827
Tue Aug 03 16:32:38 2021	1627975958	0	827	827	827
Tue Aug 03 16:32:42 2021	1627975962	0	827	828	826
Tue Aug 03 16:32:45 2021	1627975965	0	828	828	827
Tue Aug 03 16:32:45 2021	1627975965	0	828	828	827
Tue Aug 03 16:32:46 2021	1627975966	0	828	828	827
Tue Aug 03 16:32:42 2021	1627975962	0	828	828	828
Tue Aug 03 16:32:44 2021	1627975964	0	828	828	828
Tue Aug 03 16:32:42 2021	1627975962	0	829	829	828
Tue Aug 03 16:32:40 2021	1627975960	0	829	829	828
Tue Aug 03 16:32:43 2021	1627975963	0	829	829	828
Tue Aug 03 16:32:47 2021	1627975967	0	829	829	828
Tue Aug 03 16:32:35 2021	1627975955	0	829	829	828
Tue Aug 03 16:32:45 2021	1627975965	0	829	829	828
Tue Aug 03 16:32:36 2021	1627975956	0	829	829	829
Tue Aug 03 16:32:42 2021	1627975962	0	829	829	828
Tue Aug 03 16:32:46 2021	1627975966	0	829	829	829
Tue Aug 03 16:32:46 2021	1627975966	0	829	829	829
Tue Aug 03 16:32:43 2021	1627975963	0	829	829	828
Tue Aug 03 16:32:34 2021	1627975954	0	829	829	829
Tue Aug 03 16:32:43 2021	1627975963	0	830	830	829
Tue Aug 03 16:32:33 2021	1627975953	0	830	830	829
Tue Aug 03 16:32:47 2021	1627975967	0	830	830	829
Tue Aug 03 16:32:43 2021	1627975963	0	830	830	830
Tue Aug 03 16:32:39 2021	1627975959	0	830	831	830
Tue Aug 03 16:32:37 2021	1627975957	0	830	831	830
Tue Aug 03 16:32:32 2021	1627975952	2	829	831	829
Tue Aug 03 16:32:42 2021	1627975962	0	831	832	831
Tue Aug 03 16:32:47 2021	1627975967	0	832	832	832
Tue Aug 03 16:32:45 2021	1627975965	0	832	832	831
Tue Aug 03 16:32:39 2021	1627975959	0	832	832	832
Tue Aug 03 16:32:44 2021	1627975964	0	832	833	832
Tue Aug 03 16:32:37 2021	1627975957	0	832	833	832
Tue Aug 03 16:32:47 2021	1627975967	0	832	833	832
Tue Aug 03 16:32:39 2021	1627975959	0	832	833	832
Tue Aug 03 16:32:45 2021	1627975965	0	833	833	832
Tue Aug 03 16:32:39 2021	1627975959	0	833	833	832
Tue Aug 03 16:32:45 2021	1627975965	0	833	833	833
Tue Aug 03 16:32:36 2021	1627975956	0	833	834	833
Tue Aug 03 16:32:41 2021	1627975961	0	833	834	833
Tue Aug 03 16:32:41 2021	1627975961	0	834	834	833
Tue Aug 03 16:32:39 2021	1627975959	0	834	834	833
Tue Aug 03 16:32:38 2021	1627975958	0	835	835	834
Tue Aug 03 16:32:44 2021	1627975964	0	835	835	834
Tue Aug 03 16:32:38 2021	1627975958	0	835	835	835
Tue Aug 03 16:32:32 2021	1627975952	1	834	835	834
Tue Aug 03 16:32:45 2021	1627975965	0	835	835	835
Tue Aug 03 16:32:38 2021	1627975958	0	836	836	835
Tue Aug 03 16:32:39 2021	1627975959	0	836	836	835
Tue Aug 03 16:32:40 2021	1627975960	0	836	836	835
Tue Aug 03 16:32:37 2021	1627975957	0	836	836	836
Tue Aug 03 16:32:44 2021	1627975964	0	836	836	836
Tue Aug 03 16:32:43 2021	1627975963	0	837	837	836
Tue Aug 03 16:32:34 2021	1627975954	0	837	837	837
Tue Aug 03 16:32:40 2021	1627975960	0	837	837	837
Tue Aug 03 16:32:34 2021	1627975954	0	837	838	837
Tue Aug 03 16:32:40 2021	1627975960	0	838	838	837
Tue Aug 03 16:32:45 2021	1627975965	0	838	838	837
Tue Aug 03 16:32:44 2021	1627975964	0	838	838	838
Tue Aug 03 16:32:38 2021	1627975958	0	838	839	838
Tue Aug 03 16:32:42 2021	1627975962	0	839	839	838
Tue Aug 03 16:32:40 2021	1627975960	0	839	839	838
Tue Aug 03 16:32:40 2021	1627975960	0	839	839	839
Tue Aug 03 16:32:46 2021	1627975966	0	839	839	839
Tue Aug 03 16:32:38 2021	1627975958	0	839	840	839
Tue Aug 03 16:32:36 2021	1627975956	0	840	840	839
Tue Aug 03 16:32:34 2021	1627975954	0	840	840	839
