starttime	seconds	ctime	dtime	ttime	wait
Tue Aug 03 16:32:14 2021	1627975934	0	817	817	815
Tue Aug 03 16:32:08 2021	1627975928	0	817	817	816
Tue Aug 03 16:32:14 2021	1627975934	0	817	817	816
Tue Aug 03 16:32:06 2021	1627975926	0	817	817	816
Tue Aug 03 16:32:01 2021	1627975921	0	817	817	816
Tue Aug 03 16:32:07 2021	1627975927	0	817	817	817
Tue Aug 03 16:32:14 2021	1627975934	0	817	817	816
Tue Aug 03 16:32:09 2021	1627975929	0	817	817	817
Tue Aug 03 16:32:08 2021	1627975928	0	817	817	817
Tue Aug 03 16:32:14 2021	1627975934	0	817	818	816
Tue Aug 03 16:32:03 2021	1627975923	0	817	818	817
Tue Aug 03 16:32:05 2021	1627975925	0	818	818	817
Tue Aug 03 16:32:00 2021	1627975920	0	818	818	818
Tue Aug 03 16:32:05 2021	1627975925	0	818	818	818
Tue Aug 03 16:32:10 2021	1627975930	0	818	818	818
Tue Aug 03 16:32:00 2021	1627975920	0	818	818	818
Tue Aug 03 16:32:00 2021	1627975920	0	818	818	818
Tue Aug 03 16:32:00 2021	1627975920	0	818	818	817
Tue Aug 03 16:32:08 2021	1627975928	0	818	819	818
Tue Aug 03 16:32:00 2021	1627975920	0	818	819	818
Tue Aug 03 16:32:06 2021	1627975926	0	819	819	818
Tue Aug 03 16:32:05 2021	1627975925	0	819	819	816
Tue Aug 03 16:32:09 2021	1627975929	1	819	819	818
Tue Aug 03 16:32:00 2021	1627975920	0	819	819	818
Tue Aug 03 16:32:02 2021	1627975922	0	819	819	819
Tue Aug 03 16:32:06 2021	1627975926	0	819	819	819
Tue Aug 03 16:32:07 2021	1627975927	0	819	819	819
Tue Aug 03 16:32:00 2021	1627975920	0	819	820	819
Tue Aug 03 16:32:06 2021	1627975926	0	820	820	819
Tue Aug 03 16:32:00 2021	1627975920	0	820	820	819
Tue Aug 03 16:32:14 2021	1627975934	0	820	820	820
Tue Aug 03 16:32:05 2021	1627975925	0	820	820	819
Tue Aug 03 16:32:05 2021	1627975925	0	820	820	820
Tue Aug 03 16:32:10 2021	1627975930	0	820	820	820
Tue Aug 03 16:32:04 2021	1627975924	0	820	820	820
Tue Aug 03 16:32:04 2021	1627975924	0	821	821	820
Tue Aug 03 16:32:00 2021	1627975920	0	821	821	820
Tue Aug 03 16:32:03 2021	1627975923	0	821	821	820
Tue Aug 03 16:32:05 2021	1627975925	1	820	821	820
Tue Aug 03 16:32:00 2021	1627975920	0	821	821	820
Tue Aug 03 16:32:07 2021	1627975927	0	821	821	821
Tue Aug 03 16:32:14 2021	1627975934	0	821	822	821
Tue Aug 03 16:32:00 2021	1627975920	0	822	822	821
Tue Aug 03 16:32:00 2021	1627975920	0	822	822	821
Tue Aug 03 16:32:13 2021	1627975933	0	822	822	822
Tue Aug 03 16:32:04 2021	1627975924	0	822	822	822
Tue Aug 03 16:32:09 2021	1627975929	0	822	822	822
Tue Aug 03 16:32:06 2021	1627975926	0	822	823	822
Tue Aug 03 16:32:08 2021	1627975928	0	822	823	822
Tue Aug 03 16:32:07 2021	1627975927	0	823	823	821
Tue Aug 03 16:32:03 2021	1627975923	0	823	823	822
Tue Aug 03 16:32:06 2021	1627975926	0	823	823	822
Tue Aug 03 16:32:07 2021	1627975927	0	823	823	823
Tue Aug 03 16:32:06 2021	1627975926	0	823	823	823
Tue Aug 03 16:32:06 2021	1627975926	0	823	824	823
Tue Aug 03 16:32:08 2021	1627975928	0	824	824	823
Tue Aug 03 16:32:00 2021	1627975920	0	824	824	823
Tue Aug 03 16:32:06 2021	1627975926	0	824	824	823
Tue Aug 03 16:32:14 2021	1627975934	0	824	824	823
Tue Aug 03 16:32:07 2021	1627975927	0	824	824	823
Tue Aug 03 16:32:06 2021	1627975926	0	824	824	823
Tue Aug 03 16:32:06 2021	1627975926	0	824	824	823
Tue Aug 03 16:32:05 2021	1627975925	0	824	824	824
Tue Aug 03 16:32:00 2021	1627975920	0	824	824	822
Tue Aug 03 16:32:00 2021	1627975920	0	824	825	823
Tue Aug 03 16:32:03 2021	1627975923	0	824	825	824
Tue Aug 03 16:32:08 2021	1627975928	0	824	825	824
Tue Aug 03 16:32:09 2021	1627975929	0	824	825	824
Tue Aug 03 16:32:06 2021	1627975926	0	824	825	824
Tue Aug 03 16:32:06 2021	1627975926	0	825	825	824
Tue Aug 03 16:32:06 2021	1627975926	0	825	825	824
Tue Aug 03 16:32:08 2021	1627975928	0	824	825	823
Tue Aug 03 16:32:05 2021	1627975925	0	825	825	824
Tue Aug 03 16:32:00 2021	1627975920	0	825	825	823
Tue Aug 03 16:32:14 2021	1627975934	0	825	825	825
Tue Aug 03 16:31:59 2021	1627975919	1	824	825	824
Tue Aug 03 16:32:10 2021	1627975930	0	825	825	825
Tue Aug 03 16:32:02 2021	1627975922	0	825	826	817
Tue Aug 03 16:32:09 2021	1627975929	0	825	826	825
Tue Aug 03 16:32:09 2021	1627975929	0	826	826	825
Tue Aug 03 16:32:05 2021	1627975925	1	825	826	825
Tue Aug 03 16:32:04 2021	1627975924	0	826	826	825
Tue Aug 03 16:32:10 2021	1627975930	0	826	826	826
Tue Aug 03 16:32:14 2021	1627975934	0	826	826	826
Tue Aug 03 16:32:00 2021	1627975920	0	826	827	826
Tue Aug 03 16:32:07 2021	1627975927	0	827	827	826
Tue Aug 03 16:32:06 2021	1627975926	0	827	827	826
Tue Aug 03 16:32:07 2021	1627975927	0	827	827	825
Tue Aug 03 16:32:03 2021	1627975923	0	827	827	826
Tue Aug 03 16:32:03 2021	1627975923	0	827	827	826
Tue Aug 03 16:32:03 2021	1627975923	0	827	827	827
Tue Aug 03 16:32:06 2021	1627975926	0	827	827	826
Tue Aug 03 16:32:09 2021	1627975929	0	827	827	827
Tue Aug 03 16:32:00 2021	1627975920	0	827	827	827
Tue Aug 03 16:32:08 2021	1627975928	0	827	827	826
Tue Aug 03 16:32:10 2021	1627975930	0	827	827	827
Tue Aug 03 16:32:06 2021	1627975926	0	827	827	826
Tue Aug 03 16:32:07 2021	1627975927	0	827	827	826
Tue Aug 03 16:32:10 2021	1627975930	0	827	827	826
Tue Aug 03 16:32:00 2021	1627975920	0	827	828	827
Tue Aug 03 16:32:06 2021	1627975926	0	827	828	827
Tue Aug 03 16:32:03 2021	1627975923	0	828	828	827
Tue Aug 03 16:32:09 2021	1627975929	0	828	828	827
Tue Aug 03 16:32:06 2021	1627975926	0	828	828	828
Tue Aug 03 16:32:07 2021	1627975927	0	828	828	827
Tue Aug 03 16:32:10 2021	1627975930	0	828	828	827
Tue Aug 03 16:32:14 2021	1627975934	0	828	828	828
Tue Aug 03 16:32:09 2021	1627975929	0	828	828	828
Tue Aug 03 16:32:05 2021	1627975925	0	828	828	828
Tue Aug 03 16:32:03 2021	1627975923	0	828	828	828
Tue Aug 03 16:32:09 2021	1627975929	0	828	828	828
Tue Aug 03 16:32:05 2021	1627975925	0	828	829	828
Tue Aug 03 16:32:07 2021	1627975927	0	828	829	827
Tue Aug 03 16:32:01 2021	1627975921	0	829	829	828
Tue Aug 03 16:32:08 2021	1627975928	0	829	829	828
Tue Aug 03 16:32:05 2021	1627975925	0	829	829	828
Tue Aug 03 16:32:03 2021	1627975923	0	829	829	829
Tue Aug 03 16:32:07 2021	1627975927	0	829	829	828
Tue Aug 03 16:32:05 2021	1627975925	0	829	829	828
Tue Aug 03 16:32:09 2021	1627975929	0	829	829	828
Tue Aug 03 16:32:05 2021	1627975925	0	829	829	829
Tue Aug 03 16:32:03 2021	1627975923	0	829	829	829
Tue Aug 03 16:32:14 2021	1627975934	0	830	830	828
Tue Aug 03 16:32:06 2021	1627975926	0	830	830	829
Tue Aug 03 16:32:14 2021	1627975934	0	830	830	828
Tue Aug 03 16:32:09 2021	1627975929	0	830	830	829
Tue Aug 03 16:32:06 2021	1627975926	0	830	830	830
Tue Aug 03 16:32:14 2021	1627975934	0	830	830	828
Tue Aug 03 16:32:09 2021	1627975929	0	830	830	829
Tue Aug 03 16:32:09 2021	1627975929	0	830	830	830
Tue Aug 03 16:32:06 2021	1627975926	0	830	830	830
Tue Aug 03 16:32:05 2021	1627975925	0	830	831	830
Tue Aug 03 16:32:14 2021	1627975934	0	831	831	830
Tue Aug 03 16:32:09 2021	1627975929	0	831	831	830
Tue Aug 03 16:32:14 2021	1627975934	0	831	831	830
Tue Aug 03 16:32:06 2021	1627975926	0	831	831	831
Tue Aug 03 16:32:06 2021	1627975926	0	831	831	831
Tue Aug 03 16:32:04 2021	1627975924	0	831	831	830
Tue Aug 03 16:32:06 2021	1627975926	0	831	831	831
Tue Aug 03 16:32:14 2021	1627975934	0	831	832	831
Tue Aug 03 16:32:06 2021	1627975926	0	831	832	831
Tue Aug 03 16:32:09 2021	1627975929	0	831	832	831
Tue Aug 03 16:32:00 2021	1627975920	0	831	832	831
Tue Aug 03 16:32:08 2021	1627975928	0	832	832	831
Tue Aug 03 16:32:08 2021	1627975928	0	832	832	831
Tue Aug 03 16:32:00 2021	1627975920	0	832	832	832
Tue Aug 03 16:32:05 2021	1627975925	0	832	832	829
Tue Aug 03 16:32:05 2021	1627975925	0	832	832	830
Tue Aug 03 16:32:08 2021	1627975928	0	832	832	832
Tue Aug 03 16:32:03 2021	1627975923	0	832	832	832
Tue Aug 03 16:32:10 2021	1627975930	0	832	832	832
Tue Aug 03 16:32:06 2021	1627975926	0	832	833	832
Tue Aug 03 16:32:14 2021	1627975934	0	832	833	832
Tue Aug 03 16:32:03 2021	1627975923	0	833	833	832
Tue Aug 03 16:32:07 2021	1627975927	0	833	833	833
Tue Aug 03 16:32:07 2021	1627975927	0	833	833	833
Tue Aug 03 16:32:05 2021	1627975925	0	833	833	833
Tue Aug 03 16:32:03 2021	1627975923	0	833	833	833
Tue Aug 03 16:32:06 2021	1627975926	0	833	834	833
Tue Aug 03 16:32:05 2021	1627975925	0	833	834	833
Tue Aug 03 16:32:00 2021	1627975920	0	834	834	834
Tue Aug 03 16:32:06 2021	1627975926	0	834	834	834
Tue Aug 03 16:32:14 2021	1627975934	0	834	834	832
Tue Aug 03 16:32:06 2021	1627975926	0	834	834	834
Tue Aug 03 16:32:05 2021	1627975925	0	834	834	834
Tue Aug 03 16:32:06 2021	1627975926	0	834	835	834
Tue Aug 03 16:32:10 2021	1627975930	0	834	835	834
Tue Aug 03 16:32:06 2021	1627975926	0	835	835	834
Tue Aug 03 16:32:06 2021	1627975926	0	834	835	834
Tue Aug 03 16:32:00 2021	1627975920	0	835	835	834
Tue Aug 03 16:32:03 2021	1627975923	0	835	835	834
Tue Aug 03 16:32:05 2021	1627975925	0	835	835	834
Tue Aug 03 16:32:08 2021	1627975928	0	835	835	834
Tue Aug 03 16:32:09 2021	1627975929	0	835	835	835
Tue Aug 03 16:32:04 2021	1627975924	0	835	835	835
Tue Aug 03 16:32:07 2021	1627975927	0	835	835	835
Tue Aug 03 16:32:14 2021	1627975934	0	835	835	835
Tue Aug 03 16:32:06 2021	1627975926	0	835	835	835
Tue Aug 03 16:32:14 2021	1627975934	0	835	835	834
Tue Aug 03 16:32:06 2021	1627975926	0	835	836	835
Tue Aug 03 16:32:08 2021	1627975928	0	835	836	834
Tue Aug 03 16:32:10 2021	1627975930	0	836	836	834
Tue Aug 03 16:31:59 2021	1627975919	3	833	836	833
Tue Aug 03 16:32:06 2021	1627975926	0	836	836	835
Tue Aug 03 16:32:10 2021	1627975930	0	836	836	835
Tue Aug 03 16:32:06 2021	1627975926	0	836	837	836
Tue Aug 03 16:32:06 2021	1627975926	0	836	837	836
Tue Aug 03 16:32:14 2021	1627975934	0	837	837	835
Tue Aug 03 16:32:06 2021	1627975926	0	837	837	836
Tue Aug 03 16:32:05 2021	1627975925	0	837	837	836
Tue Aug 03 16:31:59 2021	1627975919	3	834	837	833
Tue Aug 03 16:32:07 2021	1627975927	0	837	837	837
Tue Aug 03 16:32:06 2021	1627975926	0	837	837	836
Tue Aug 03 16:32:09 2021	1627975929	0	837	837	837
Tue Aug 03 16:32:09 2021	1627975929	0	837	838	837
Tue Aug 03 16:32:06 2021	1627975926	0	837	838	837
Tue Aug 03 16:32:05 2021	1627975925	0	838	838	837
Tue Aug 03 16:32:06 2021	1627975926	0	838	838	838
Tue Aug 03 16:32:06 2021	1627975926	0	839	839	838
Tue Aug 03 16:32:00 2021	1627975920	0	839	839	838
Tue Aug 03 16:32:04 2021	1627975924	0	839	839	837
Tue Aug 03 16:32:10 2021	1627975930	0	839	839	838
Tue Aug 03 16:32:06 2021	1627975926	0	839	839	838
Tue Aug 03 16:32:09 2021	1627975929	0	839	839	838
Tue Aug 03 16:32:10 2021	1627975930	0	839	839	839
Tue Aug 03 16:32:07 2021	1627975927	0	839	840	839
Tue Aug 03 16:32:14 2021	1627975934	0	840	840	839
Tue Aug 03 16:32:07 2021	1627975927	0	840	840	839
Tue Aug 03 16:32:07 2021	1627975927	0	840	840	840
Tue Aug 03 16:32:05 2021	1627975925	0	840	840	840
Tue Aug 03 16:32:09 2021	1627975929	0	840	840	840
Tue Aug 03 16:32:09 2021	1627975929	0	840	840	840
Tue Aug 03 16:32:14 2021	1627975934	0	841	841	840
Tue Aug 03 16:32:00 2021	1627975920	0	841	841	840
Tue Aug 03 16:32:04 2021	1627975924	0	841	841	840
Tue Aug 03 16:32:08 2021	1627975928	0	841	841	840
Tue Aug 03 16:32:00 2021	1627975920	0	841	841	841
Tue Aug 03 16:32:03 2021	1627975923	0	841	842	841
Tue Aug 03 16:32:09 2021	1627975929	0	841	842	841
Tue Aug 03 16:32:00 2021	1627975920	0	842	842	839
Tue Aug 03 16:32:05 2021	1627975925	0	841	842	841
Tue Aug 03 16:32:14 2021	1627975934	0	842	842	841
Tue Aug 03 16:32:10 2021	1627975930	0	842	842	841
Tue Aug 03 16:32:03 2021	1627975923	0	842	842	841
Tue Aug 03 16:32:06 2021	1627975926	0	842	842	842
Tue Aug 03 16:32:09 2021	1627975929	0	842	842	841
Tue Aug 03 16:32:03 2021	1627975923	0	842	842	841
Tue Aug 03 16:32:06 2021	1627975926	0	842	842	842
Tue Aug 03 16:32:00 2021	1627975920	0	842	843	842
Tue Aug 03 16:32:08 2021	1627975928	0	842	843	842
Tue Aug 03 16:32:00 2021	1627975920	0	843	843	841
Tue Aug 03 16:32:10 2021	1627975930	0	843	843	842
Tue Aug 03 16:32:09 2021	1627975929	0	843	843	842
Tue Aug 03 16:32:07 2021	1627975927	0	843	843	842
Tue Aug 03 16:32:03 2021	1627975923	0	843	843	842
Tue Aug 03 16:32:05 2021	1627975925	0	843	843	842
Tue Aug 03 16:32:14 2021	1627975934	0	843	843	842
Tue Aug 03 16:32:10 2021	1627975930	0	843	843	843
Tue Aug 03 16:32:09 2021	1627975929	0	843	843	843
Tue Aug 03 16:31:59 2021	1627975919	1	843	844	842
Tue Aug 03 16:32:06 2021	1627975926	0	844	844	844
Tue Aug 03 16:32:06 2021	1627975926	0	844	845	844
Tue Aug 03 16:32:05 2021	1627975925	0	844	845	843
Tue Aug 03 16:32:00 2021	1627975920	0	845	845	844
Tue Aug 03 16:32:00 2021	1627975920	0	845	845	844
Tue Aug 03 16:32:09 2021	1627975929	0	845	845	844
Tue Aug 03 16:31:59 2021	1627975919	1	844	845	843
Tue Aug 03 16:32:14 2021	1627975934	0	845	845	844
Tue Aug 03 16:32:06 2021	1627975926	0	845	846	845
Tue Aug 03 16:32:10 2021	1627975930	0	845	846	845
Tue Aug 03 16:32:00 2021	1627975920	0	846	846	845
Tue Aug 03 16:32:00 2021	1627975920	0	846	846	845
Tue Aug 03 16:32:05 2021	1627975925	1	845	846	845
Tue Aug 03 16:32:14 2021	1627975934	0	846	846	846
Tue Aug 03 16:32:10 2021	1627975930	0	846	847	846
Tue Aug 03 16:31:59 2021	1627975919	2	845	847	844
Tue Aug 03 16:32:09 2021	1627975929	0	847	847	846
Tue Aug 03 16:32:05 2021	1627975925	0	847	847	846
Tue Aug 03 16:32:09 2021	1627975929	0	847	847	846
Tue Aug 03 16:32:00 2021	1627975920	0	847	847	846
Tue Aug 03 16:31:59 2021	1627975919	2	845	847	844
Tue Aug 03 16:32:03 2021	1627975923	0	847	847	847
Tue Aug 03 16:32:09 2021	1627975929	0	847	847	847
Tue Aug 03 16:31:59 2021	1627975919	2	846	848	845
Tue Aug 03 16:32:09 2021	1627975929	0	848	848	846
Tue Aug 03 16:32:07 2021	1627975927	0	847	848	847
Tue Aug 03 16:31:59 2021	1627975919	3	845	848	844
Tue Aug 03 16:32:14 2021	1627975934	0	848	848	848
Tue Aug 03 16:32:00 2021	1627975920	0	848	848	848
Tue Aug 03 16:32:05 2021	1627975925	0	848	848	847
Tue Aug 03 16:32:06 2021	1627975926	0	848	848	848
Tue Aug 03 16:32:06 2021	1627975926	0	848	848	848
Tue Aug 03 16:32:09 2021	1627975929	0	848	849	848
Tue Aug 03 16:32:09 2021	1627975929	0	849	849	849
Tue Aug 03 16:32:09 2021	1627975929	0	849	849	848
Tue Aug 03 16:32:00 2021	1627975920	0	850	850	849
Tue Aug 03 16:32:10 2021	1627975930	0	850	850	849
Tue Aug 03 16:32:09 2021	1627975929	0	850	850	848
Tue Aug 03 16:32:09 2021	1627975929	0	850	851	850
Tue Aug 03 16:32:14 2021	1627975934	0	851	851	850
Tue Aug 03 16:32:14 2021	1627975934	0	851	851	850
Tue Aug 03 16:32:10 2021	1627975930	0	851	851	851
Tue Aug 03 16:32:09 2021	1627975929	0	851	851	851
Tue Aug 03 16:32:00 2021	1627975920	0	851	852	851
Tue Aug 03 16:31:59 2021	1627975919	3	849	852	849
Tue Aug 03 16:32:09 2021	1627975929	0	852	852	849
Tue Aug 03 16:32:14 2021	1627975934	0	852	852	852
Tue Aug 03 16:32:14 2021	1627975934	0	852	853	852
Tue Aug 03 16:32:09 2021	1627975929	0	852	853	852
Tue Aug 03 16:32:04 2021	1627975924	0	852	853	852
Tue Aug 03 16:32:06 2021	1627975926	0	853	854	853
Tue Aug 03 16:32:03 2021	1627975923	1	853	854	852
Tue Aug 03 16:32:00 2021	1627975920	0	853	854	852
Tue Aug 03 16:32:00 2021	1627975920	0	854	854	853
Tue Aug 03 16:32:00 2021	1627975920	0	854	854	854
Tue Aug 03 16:32:06 2021	1627975926	0	854	854	853
Tue Aug 03 16:32:09 2021	1627975929	0	854	855	854
Tue Aug 03 16:31:59 2021	1627975919	1	853	855	853
Tue Aug 03 16:31:59 2021	1627975919	1	853	855	853
Tue Aug 03 16:32:06 2021	1627975926	0	855	855	855
Tue Aug 03 16:31:59 2021	1627975919	1	854	855	854
Tue Aug 03 16:32:06 2021	1627975926	0	855	856	854
Tue Aug 03 16:32:06 2021	1627975926	0	856	856	855
Tue Aug 03 16:32:05 2021	1627975925	0	856	856	855
Tue Aug 03 16:32:05 2021	1627975925	0	856	856	855
Tue Aug 03 16:32:10 2021	1627975930	0	856	856	856
Tue Aug 03 16:32:09 2021	1627975929	0	856	856	855
Tue Aug 03 16:31:59 2021	1627975919	1	855	856	855
Tue Aug 03 16:32:07 2021	1627975927	0	856	856	855
Tue Aug 03 16:32:07 2021	1627975927	0	856	857	856
Tue Aug 03 16:32:05 2021	1627975925	0	857	857	856
Tue Aug 03 16:32:09 2021	1627975929	0	857	857	856
Tue Aug 03 16:32:00 2021	1627975920	0	857	857	857
Tue Aug 03 16:32:03 2021	1627975923	0	857	857	857
Tue Aug 03 16:32:10 2021	1627975930	0	857	858	857
Tue Aug 03 16:32:07 2021	1627975927	0	857	858	857
Tue Aug 03 16:32:06 2021	1627975926	0	858	858	857
Tue Aug 03 16:32:05 2021	1627975925	0	858	858	857
Tue Aug 03 16:32:09 2021	1627975929	0	858	858	858
Tue Aug 03 16:32:14 2021	1627975934	0	859	859	858
Tue Aug 03 16:32:06 2021	1627975926	0	859	859	858
Tue Aug 03 16:32:03 2021	1627975923	0	859	859	859
Tue Aug 03 16:32:07 2021	1627975927	0	859	859	857
Tue Aug 03 16:32:03 2021	1627975923	0	859	859	859
Tue Aug 03 16:32:03 2021	1627975923	0	859	859	858
Tue Aug 03 16:32:05 2021	1627975925	0	859	860	859
Tue Aug 03 16:32:10 2021	1627975930	0	860	860	859
Tue Aug 03 16:32:10 2021	1627975930	0	860	860	860
Tue Aug 03 16:32:07 2021	1627975927	0	860	860	859
Tue Aug 03 16:32:03 2021	1627975923	1	860	860	859
Tue Aug 03 16:32:05 2021	1627975925	1	860	860	859
Tue Aug 03 16:32:06 2021	1627975926	0	860	860	860
Tue Aug 03 16:32:03 2021	1627975923	0	860	860	860
Tue Aug 03 16:32:05 2021	1627975925	0	861	861	860
Tue Aug 03 16:32:00 2021	1627975920	0	861	861	860
Tue Aug 03 16:32:06 2021	1627975926	0	861	861	860
Tue Aug 03 16:32:05 2021	1627975925	0	861	861	860
Tue Aug 03 16:32:13 2021	1627975933	0	861	861	861
Tue Aug 03 16:32:09 2021	1627975929	0	861	861	860
Tue Aug 03 16:32:00 2021	1627975920	0	861	861	860
Tue Aug 03 16:32:10 2021	1627975930	0	861	861	861
Tue Aug 03 16:32:10 2021	1627975930	0	861	861	861
Tue Aug 03 16:32:05 2021	1627975925	0	862	862	861
Tue Aug 03 16:32:05 2021	1627975925	0	862	862	861
Tue Aug 03 16:32:00 2021	1627975920	0	862	863	862
Tue Aug 03 16:32:10 2021	1627975930	0	862	863	862
Tue Aug 03 16:32:14 2021	1627975934	0	862	863	862
Tue Aug 03 16:32:03 2021	1627975923	0	863	863	862
Tue Aug 03 16:32:06 2021	1627975926	0	863	863	862
Tue Aug 03 16:32:06 2021	1627975926	0	863	863	862
Tue Aug 03 16:32:06 2021	1627975926	0	863	863	862
Tue Aug 03 16:32:03 2021	1627975923	0	863	863	863
Tue Aug 03 16:32:05 2021	1627975925	0	863	863	862
Tue Aug 03 16:32:09 2021	1627975929	0	863	863	863
Tue Aug 03 16:32:14 2021	1627975934	0	863	863	863
Tue Aug 03 16:32:10 2021	1627975930	0	863	864	863
Tue Aug 03 16:32:06 2021	1627975926	0	864	864	863
Tue Aug 03 16:32:09 2021	1627975929	0	864	864	863
Tue Aug 03 16:31:59 2021	1627975919	1	862	864	862
Tue Aug 03 16:32:06 2021	1627975926	0	864	864	864
Tue Aug 03 16:32:10 2021	1627975930	0	864	865	864
Tue Aug 03 16:32:10 2021	1627975930	0	864	865	864
Tue Aug 03 16:32:07 2021	1627975927	0	865	865	864
Tue Aug 03 16:32:10 2021	1627975930	0	865	865	864
Tue Aug 03 16:32:03 2021	1627975923	0	866	866	866
Tue Aug 03 16:32:05 2021	1627975925	0	866	867	866
Tue Aug 03 16:32:00 2021	1627975920	0	866	867	866
Tue Aug 03 16:32:06 2021	1627975926	0	867	867	866
Tue Aug 03 16:32:03 2021	1627975923	1	867	868	866
Tue Aug 03 16:32:03 2021	1627975923	0	868	868	867
Tue Aug 03 16:32:00 2021	1627975920	0	868	868	867
Tue Aug 03 16:32:06 2021	1627975926	0	868	868	868
Tue Aug 03 16:32:05 2021	1627975925	0	868	868	868
Tue Aug 03 16:32:06 2021	1627975926	0	868	868	868
Tue Aug 03 16:32:14 2021	1627975934	0	869	869	868
Tue Aug 03 16:32:05 2021	1627975925	0	869	869	869
Tue Aug 03 16:32:10 2021	1627975930	0	869	869	869
Tue Aug 03 16:32:06 2021	1627975926	0	870	870	870
Tue Aug 03 16:32:06 2021	1627975926	0	871	871	871
Tue Aug 03 16:32:14 2021	1627975934	0	871	872	871
Tue Aug 03 16:32:00 2021	1627975920	0	872	872	871
Tue Aug 03 16:32:10 2021	1627975930	0	872	872	871
Tue Aug 03 16:31:59 2021	1627975919	2	870	872	870
Tue Aug 03 16:32:03 2021	1627975923	0	872	873	869
Tue Aug 03 16:32:00 2021	1627975920	0	873	873	870
Tue Aug 03 16:32:09 2021	1627975929	0	873	873	872
Tue Aug 03 16:32:00 2021	1627975920	0	874	874	874
Tue Aug 03 16:32:06 2021	1627975926	0	874	875	867
Tue Aug 03 16:32:06 2021	1627975926	0	876	877	876
Tue Aug 03 16:32:06 2021	1627975926	0	878	878	876
Tue Aug 03 16:32:00 2021	1627975920	0	878	878	877
Tue Aug 03 16:32:06 2021	1627975926	0	878	878	878
Tue Aug 03 16:32:03 2021	1627975923	0	880	880	879
Tue Aug 03 16:32:06 2021	1627975926	0	881	881	880
Tue Aug 03 16:32:00 2021	1627975920	0	881	881	880
Tue Aug 03 16:32:00 2021	1627975920	0	881	881	881
Tue Aug 03 16:32:00 2021	1627975920	0	881	881	880
Tue Aug 03 16:31:59 2021	1627975919	2	879	881	878
Tue Aug 03 16:32:00 2021	1627975920	0	882	882	881
Tue Aug 03 16:32:06 2021	1627975926	0	883	883	882
Tue Aug 03 16:32:06 2021	1627975926	0	883	883	882
Tue Aug 03 16:32:06 2021	1627975926	0	883	883	882
Tue Aug 03 16:32:06 2021	1627975926	0	883	883	883
Tue Aug 03 16:32:06 2021	1627975926	0	883	883	883
Tue Aug 03 16:32:00 2021	1627975920	0	884	884	883
Tue Aug 03 16:32:09 2021	1627975929	0	884	884	883
Tue Aug 03 16:32:06 2021	1627975926	0	884	884	883
Tue Aug 03 16:32:10 2021	1627975930	0	884	885	884
Tue Aug 03 16:31:59 2021	1627975919	2	883	885	883
Tue Aug 03 16:32:06 2021	1627975926	0	885	885	884
Tue Aug 03 16:31:59 2021	1627975919	2	883	885	883
Tue Aug 03 16:32:06 2021	1627975926	0	886	886	885
Tue Aug 03 16:32:06 2021	1627975926	0	886	886	885
Tue Aug 03 16:32:06 2021	1627975926	0	885	886	885
Tue Aug 03 16:31:59 2021	1627975919	2	885	887	884
Tue Aug 03 16:31:59 2021	1627975919	2	885	887	884
Tue Aug 03 16:32:03 2021	1627975923	0	887	887	887
Tue Aug 03 16:32:00 2021	1627975920	0	888	888	887
Tue Aug 03 16:32:06 2021	1627975926	0	888	889	888
Tue Aug 03 16:31:59 2021	1627975919	2	887	890	887
Tue Aug 03 16:32:06 2021	1627975926	0	890	890	890
Tue Aug 03 16:31:59 2021	1627975919	3	888	890	887
Tue Aug 03 16:31:59 2021	1627975919	2	889	891	889
Tue Aug 03 16:32:05 2021	1627975925	0	891	891	890
Tue Aug 03 16:31:59 2021	1627975919	2	890	891	889
Tue Aug 03 16:32:06 2021	1627975926	0	893	893	892
Tue Aug 03 16:31:59 2021	1627975919	2	891	893	891
Tue Aug 03 16:32:09 2021	1627975929	0	893	894	893
Tue Aug 03 16:32:00 2021	1627975920	0	894	894	893
Tue Aug 03 16:31:59 2021	1627975919	1	894	895	893
Tue Aug 03 16:32:10 2021	1627975930	0	896	896	895
Tue Aug 03 16:32:09 2021	1627975929	0	896	897	896
Tue Aug 03 16:32:10 2021	1627975930	0	899	899	898
Tue Aug 03 16:32:06 2021	1627975926	0	899	899	897
Tue Aug 03 16:32:14 2021	1627975934	0	900	900	899
Tue Aug 03 16:31:59 2021	1627975919	1	901	902	900
Tue Aug 03 16:31:59 2021	1627975919	1	903	905	903
Tue Aug 03 16:31:59 2021	1627975919	2	904	905	903
Tue Aug 03 16:32:06 2021	1627975926	0	906	907	906
Tue Aug 03 16:31:59 2021	1627975919	3	906	909	906
Tue Aug 03 16:32:09 2021	1627975929	0	910	910	909
Tue Aug 03 16:31:59 2021	1627975919	2	908	911	908
Tue Aug 03 16:31:59 2021	1627975919	3	908	911	908
Tue Aug 03 16:31:59 2021	1627975919	2	910	912	909
Tue Aug 03 16:31:59 2021	1627975919	2	910	912	910
Tue Aug 03 16:32:06 2021	1627975926	0	912	912	912
Tue Aug 03 16:31:59 2021	1627975919	1	912	913	911
Tue Aug 03 16:32:03 2021	1627975923	0	913	913	912
Tue Aug 03 16:31:59 2021	1627975919	2	913	915	913
Tue Aug 03 16:32:00 2021	1627975920	0	917	917	917
